0,1,2,3,4,5,6,7,8,9,10
sausage,misc. beverages,,,,,,,,,
pork,bottled beer,,,,,,,,,
rolls/buns,oil,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
sausage,bottled water,mustard,bottled beer,,,,,,,
root vegetables,newspapers,butter,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
organic sausage,semi-finished bread,,,,,,,,,
dessert,rolls/buns,,,,,,,,,
whole milk,soda,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
frankfurter,fruit/vegetable juice,,,,,,,,,
sauces,frozen vegetables,,,,,,,,,
rolls/buns,specialty bar,spread cheese,,,,,,,,
whole milk,butter,shopping bags,,,,,,,,
pork,soda,,,,,,,,,
condensed milk,margarine,,,,,,,,,
yogurt,soda,,,,,,,,,
tropical fruit,hamburger meat,,,,,,,,,
citrus fruit,grapes,,,,,,,,,
flour,ready soups,,,,,,,,,
curd,root vegetables,,,,,,,,,
berries,whole milk,other vegetables,,,,,,,,
other vegetables,mayonnaise,beverages,,,,,,,,
tropical fruit,chocolate,,,,,,,,,
whole milk,whole milk,canned beer,Instant food products,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
cake bar,shopping bags,,,,,,,,,
citrus fruit,fruit/vegetable juice,,,,,,,,,
hygiene articles,bottled water,candy,,,,,,,,
chicken,butter milk,,,,,,,,,
beef,ice cream,,,,,,,,,
newspapers,soft cheese,,,,,,,,,
bottled water,frozen fish,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
other vegetables,skin care,domestic eggs,,,,,,,,
hamburger meat,salty snack,,,,,,,,,
chicken,canned beer,frozen vegetables,whipped/sour cream,,,,,,,
ham,hamburger meat,whole milk,margarine,,,,,,,
newspapers,rolls/buns,,,,,,,,,
chocolate,whole milk,,,,,,,,,
frankfurter,curd,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
pip fruit,long life bakery product,,,,,,,,,
pork,pip fruit,chocolate,,,,,,,,
pastry,butter milk,hygiene articles,,,,,,,,
packaged fruit/vegetables,yogurt,,,,,,,,,
soda,chewing gum,,,,,,,,,
root vegetables,soda,,,,,,,,,
tropical fruit,butter milk,softener,,,,,,,,
root vegetables,meat,,,,,,,,,
canned beer,beef,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
soda,semi-finished bread,,,,,,,,,
pip fruit,other vegetables,bottled water,,,,,,,,
citrus fruit,roll products ,,,,,,,,,
seasonal products,oil,liquor (appetizer),cookware,,,,,,,
soda,long life bakery product,,,,,,,,,
domestic eggs,pasta,,,,,,,,,
beef,other vegetables,,,,,,,,,
pork,butter,napkins,seasonal products,coffee,,,,,,
bottled beer,newspapers,seasonal products,bottled water,,,,,,,
UHT-milk,rice,newspapers,,,,,,,,
tropical fruit,pork,cream cheese ,UHT-milk,butter milk,,,,,,
tropical fruit,beverages,,,,,,,,,
oil,butter,,,,,,,,,
domestic eggs,softener,,,,,,,,,
pip fruit,yogurt,,,,,,,,,
finished products,whole milk,,,,,,,,,
onions,oil,,,,,,,,,
ice cream,napkins,,,,,,,,,
bottled beer,brown bread,,,,,,,,,
other vegetables,pip fruit,white bread,,,,,,,,
margarine,butter milk,,,,,,,,,
ham,dessert,yogurt,,,,,,,,
butter,other vegetables,,,,,,,,,
chocolate,whole milk,yogurt,,,,,,,,
roll products ,specialty chocolate,,,,,,,,,
sausage,specialty chocolate,bottled water,baking powder,,,,,,,
whole milk,bottled water,,,,,,,,,
chicken,pastry,,,,,,,,,
pet care,pip fruit,candy,,,,,,,,
butter,sweet spreads,sliced cheese,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
cream cheese ,yogurt,newspapers,detergent,,,,,,,
root vegetables,fruit/vegetable juice,,,,,,,,,
whole milk,yogurt,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
ham,fruit/vegetable juice,chocolate,,,,,,,,
tropical fruit,frozen fish,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
oil,misc. beverages,,,,,,,,,
root vegetables,sausage,whole milk,chewing gum,brown bread,,,,,,
fruit/vegetable juice,napkins,,,,,,,,,
waffles,other vegetables,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
brown bread,shopping bags,,,,,,,,,
whole milk,baking powder,,,,,,,,,
liquor (appetizer),yogurt,specialty chocolate,rolls/buns,,,,,,,
onions,ice cream,soda,sliced cheese,,,,,,,
pork,hamburger meat,soda,other vegetables,popcorn,brown bread,bottled water,,,,
tropical fruit,cream cheese ,,,,,,,,,
misc. beverages,whole milk,onions,yogurt,,,,,,,
tropical fruit,whole milk,fruit/vegetable juice,whole milk,,,,,,,
other vegetables,berries,,,,,,,,,
yogurt,pastry,,,,,,,,,
frankfurter,red/blush wine,,,,,,,,,
sausage,sausage,,,,,,,,,
citrus fruit,pastry,,,,,,,,,
frozen vegetables,yogurt,,,,,,,,,
mustard,sugar,baking powder,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
bottled water,berries,oil,,,,,,,,
coffee,butter milk,,,,,,,,,
tropical fruit,frozen meals,,,,,,,,,
whipped/sour cream,cake bar,,,,,,,,,
bottled water,butter,waffles,,,,,,,,
soda,flour,brown bread,,,,,,,,
rolls/buns,shopping bags,whole milk,,,,,,,,
root vegetables,dessert,,,,,,,,,
curd,UHT-milk,,,,,,,,,
shopping bags,soda,soups,,,,,,,,
chicken,liquor,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
brown bread,yogurt,,,,,,,,,
sausage,soda,candy,,,,,,,,
sausage,onions,misc. beverages,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
whole milk,sugar,,,,,,,,,
chocolate,dessert,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
other vegetables,red/blush wine,,,,,,,,,
bottled beer,soda,,,,,,,,,
root vegetables,bottled water,frozen dessert,,,,,,,,
whipped/sour cream,baking powder,,,,,,,,,
soda,oil,,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
beverages,bottled water,,,,,,,,,
other vegetables,grapes,,,,,,,,,
chicken,root vegetables,,,,,,,,,
fish,chocolate,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
dishes,misc. beverages,,,,,,,,,
pork,butter,,,,,,,,,
meat,whole milk,,,,,,,,,
frankfurter,butter milk,,,,,,,,,
root vegetables,frozen potato products,onions,UHT-milk,,,,,,,
frankfurter,chicken,rolls/buns,frankfurter,other vegetables,coffee,long life bakery product,domestic eggs,,,
other vegetables,bottled water,,,,,,,,,
artif. sweetener,bottled water,butter milk,butter,soda,,,,,,
butter milk,waffles,,,,,,,,,
turkey,specialty bar,,,,,,,,,
curd,chocolate marshmallow,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
yogurt,whole milk,waffles,,,,,,,,
fruit/vegetable juice,whole milk,frozen vegetables,rolls/buns,,,,,,,
oil,bottled beer,,,,,,,,,
pork,yogurt,napkins,,,,,,,,
bottled water,berries,,,,,,,,,
tropical fruit,condensed milk,citrus fruit,whipped/sour cream,,,,,,,
soda,sausage,yogurt,root vegetables,,,,,,,
yogurt,waffles,,,,,,,,,
yogurt,whole milk,,,,,,,,,
chicken,pastry,,,,,,,,,
frankfurter,whipped/sour cream,,,,,,,,,
ham,beef,sliced cheese,butter milk,,,,,,,
ham,whole milk,,,,,,,,,
whole milk,soups,,,,,,,,,
beef,sweet spreads,,,,,,,,,
ketchup,rolls/buns,,,,,,,,,
herbs,canned beer,,,,,,,,,
root vegetables,root vegetables,,,,,,,,,
onions,UHT-milk,,,,,,,,,
ham,chicken,,,,,,,,,
beef,long life bakery product,berries,candles,,,,,,,
pork,flour,,,,,,,,,
roll products ,rice,,,,,,,,,
berries,curd,,,,,,,,,
liquor,specialty chocolate,,,,,,,,,
hygiene articles,white bread,,,,,,,,,
whole milk,bottled water,UHT-milk,candy,,,,,,,
citrus fruit,waffles,,,,,,,,,
butter,pastry,,,,,,,,,
whole milk,shopping bags,yogurt,canned beer,,,,,,,
other vegetables,specialty bar,,,,,,,,,
margarine,citrus fruit,oil,,,,,,,,
grapes,honey,,,,,,,,,
salt,margarine,,,,,,,,,
beef,root vegetables,,,,,,,,,
hamburger meat,salty snack,,,,,,,,,
yogurt,fruit/vegetable juice,,,,,,,,,
root vegetables,waffles,cream cheese ,,,,,,,,
other vegetables,soda,soda,,,,,,,,
hamburger meat,frozen potato products,whole milk,citrus fruit,semi-finished bread,napkins,,,,,
curd,soda,,,,,,,,,
onions,whipped/sour cream,,,,,,,,,
soups,specialty cheese,,,,,,,,,
other vegetables,canned beer,,,,,,,,,
frankfurter,bottled water,onions,,,,,,,,
butter milk,hard cheese,,,,,,,,,
soft cheese,long life bakery product,,,,,,,,,
soda,newspapers,,,,,,,,,
brown bread,sugar,beef,citrus fruit,yogurt,,,,,,
pip fruit,domestic eggs,,,,,,,,,
butter,dish cleaner,light bulbs,,,,,,,,
cream cheese ,rolls/buns,,,,,,,,,
candles,other vegetables,,,,,,,,,
sausage,brown bread,,,,,,,,,
pork,root vegetables,,,,,,,,,
rum,sugar,,,,,,,,,
other vegetables,brown bread,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
dessert,chewing gum,,,,,,,,,
long life bakery product,butter milk,Instant food products,,,,,,,,
pastry,liquor,shopping bags,,,,,,,,
pip fruit,bottled beer,,,,,,,,,
liquor,vinegar,shopping bags,long life bakery product,,,,,,,
other vegetables,soda,,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
citrus fruit,butter,chocolate,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
yogurt,rolls/buns,berries,whole milk,zwieback,brown bread,newspapers,,,,
shopping bags,whipped/sour cream,,,,,,,,,
chicken,butter,,,,,,,,,
pork,ice cream,yogurt,,,,,,,,
sweet spreads,margarine,,,,,,,,,
whole milk,dish cleaner,,,,,,,,,
bottled water,chicken,other vegetables,ketchup,,,,,,,
canned beer,tropical fruit,,,,,,,,,
napkins,soda,,,,,,,,,
newspapers,other vegetables,,,,,,,,,
whole milk,yogurt,,,,,,,,,
seasonal products,soups,,,,,,,,,
cat food,butter,,,,,,,,,
photo/film,cream cheese ,,,,,,,,,
chewing gum,yogurt,,,,,,,,,
fruit/vegetable juice,sausage,sausage,domestic eggs,seasonal products,,,,,,
sugar,other vegetables,,,,,,,,,
other vegetables,tropical fruit,seasonal products,butter,shopping bags,,,,,,
ham,whole milk,candy,,,,,,,,
soda,onions,cream cheese ,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
sausage,newspapers,cream,,,,,,,,
sauces,shopping bags,,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,
misc. beverages,zwieback,,,,,,,,,
pip fruit,soda,,,,,,,,,
bottled beer,bottled water,,,,,,,,,
oil,canned beer,,,,,,,,,
whole milk,mustard,,,,,,,,,
frozen vegetables,soft cheese,,,,,,,,,
ice cream,butter,,,,,,,,,
beef,female sanitary products,,,,,,,,,
sausage,chicken,margarine,yogurt,,,,,,,
sausage,sliced cheese,salty snack,,,,,,,,
sliced cheese,sugar,,,,,,,,,
margarine,chocolate,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
tropical fruit,margarine,,,,,,,,,
yogurt,salt,,,,,,,,,
tropical fruit,pastry,newspapers,,,,,,,,
root vegetables,yogurt,tropical fruit,shopping bags,,,,,,,
pot plants,liquor (appetizer),,,,,,,,,
misc. beverages,dessert,,,,,,,,,
bottled beer,bottled water,,,,,,,,,
cat food,semi-finished bread,,,,,,,,,
pork,chocolate,soap,,,,,,,,
chicken,male cosmetics,,,,,,,,,
rolls/buns,UHT-milk,,,,,,,,,
finished products,pip fruit,curd,pork,curd,whipped/sour cream,whole milk,,,,
cereals,dessert,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
other vegetables,rolls/buns,root vegetables,,,,,,,,
brown bread,coffee,,,,,,,,,
UHT-milk,soda,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
curd,yogurt,domestic eggs,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,
sausage,curd cheese,,,,,,,,,
frankfurter,red/blush wine,,,,,,,,,
pastry,curd,,,,,,,,,
pork,yogurt,whole milk,,,,,,,,
chicken,herbs,,,,,,,,,
beef,meat,,,,,,,,,
tropical fruit,butter milk,,,,,,,,,
soft cheese,white wine,,,,,,,,,
frozen potato products,soda,,,,,,,,,
whole milk,seasonal products,specialty fat,flour,,,,,,,
whole milk,citrus fruit,,,,,,,,,
sliced cheese,napkins,,,,,,,,,
tropical fruit,hygiene articles,,,,,,,,,
root vegetables,chocolate,,,,,,,,,
salt,napkins,,,,,,,,,
chocolate,rolls/buns,,,,,,,,,
pip fruit,bottled water,,,,,,,,,
turkey,whipped/sour cream,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
bottled water,sugar,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
chocolate,curd cheese,,,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
pastry,root vegetables,,,,,,,,,
sausage,pip fruit,,,,,,,,,
butter milk,beverages,butter,,,,,,,,
packaged fruit/vegetables,other vegetables,,,,,,,,,
meat,pip fruit,,,,,,,,,
domestic eggs,tropical fruit,,,,,,,,,
cream cheese ,domestic eggs,,,,,,,,,
beverages,whole milk,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
beef,other vegetables,,,,,,,,,
white wine,cream cheese ,,,,,,,,,
other vegetables,white bread,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
brandy,dessert,,,,,,,,,
sausage,semi-finished bread,,,,,,,,,
root vegetables,rolls/buns,UHT-milk,packaged fruit/vegetables,,,,,,,
brown bread,long life bakery product,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
yogurt,brown bread,,,,,,,,,
turkey,whole milk,,,,,,,,,
rolls/buns,mayonnaise,flour,,,,,,,,
tropical fruit,white wine,oil,,,,,,,,
bottled beer,newspapers,napkins,,,,,,,,
citrus fruit,citrus fruit,bottled water,pastry,,,,,,,
photo/film,canned beer,,,,,,,,,
curd,soda,,,,,,,,,
pasta,newspapers,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
berries,pastry,,,,,,,,,
butter,candy,,,,,,,,,
chicken,soda,,,,,,,,,
rolls/buns,bottled water,other vegetables,finished products,other vegetables,butter,yogurt,rolls/buns,citrus fruit,,
bottled water,soda,,,,,,,,,
finished products,UHT-milk,,,,,,,,,
tropical fruit,soda,,,,,,,,,
ham,specialty bar,,,,,,,,,
pork,mayonnaise,,,,,,,,,
tropical fruit,candy,fruit/vegetable juice,,,,,,,,
chicken,chocolate,,,,,,,,,
pip fruit,bottled water,salt,,,,,,,,
other vegetables,brown bread,,,,,,,,,
whole milk,soft cheese,pastry,,,,,,,,
chocolate,sliced cheese,bottled water,oil,,,,,,,
beef,other vegetables,,,,,,,,,
specialty chocolate,onions,,,,,,,,,
citrus fruit,cat food,,,,,,,,,
tropical fruit,bottled beer,other vegetables,oil,,,,,,,
fruit/vegetable juice,bottled water,,,,,,,,,
chewing gum,UHT-milk,,,,,,,,,
yogurt,zwieback,,,,,,,,,
chocolate,tropical fruit,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
sausage,whole milk,,,,,,,,,
tropical fruit,white bread,,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
soda,napkins,,,,,,,,,
tropical fruit,beverages,,,,,,,,,
yogurt,bottled beer,rolls/buns,yogurt,sugar,,,,,,
tropical fruit,grapes,sausage,grapes,fruit/vegetable juice,curd,other vegetables,whipped/sour cream,,,
other vegetables,sweet spreads,yogurt,,,,,,,,
mayonnaise,frozen vegetables,processed cheese,,,,,,,,
newspapers,margarine,,,,,,,,,
pip fruit,tropical fruit,whole milk,,,,,,,,
other vegetables,dishes,newspapers,,,,,,,,
rolls/buns,berries,meat spreads,,,,,,,,
whole milk,specialty bar,,,,,,,,,
other vegetables,spread cheese,,,,,,,,,
sugar,popcorn,baking powder,,,,,,,,
citrus fruit,pip fruit,,,,,,,,,
whole milk,canned beer,newspapers,whipped/sour cream,,,,,,,
tropical fruit,specialty bar,whole milk,,,,,,,,
tropical fruit,pastry,,,,,,,,,
soda,bottled water,butter,,,,,,,,
pork,rolls/buns,,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
frozen vegetables,yogurt,shopping bags,,,,,,,,
coffee,tropical fruit,,,,,,,,,
tropical fruit,whole milk,long life bakery product,,,,,,,,
root vegetables,coffee,sliced cheese,newspapers,,,,,,,
yogurt,soft cheese,,,,,,,,,
hygiene articles,chocolate,,,,,,,,,
chewing gum,beef,domestic eggs,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
beef,chocolate,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
napkins,other vegetables,pot plants,,,,,,,,
pip fruit,frozen vegetables,,,,,,,,,
hamburger meat,onions,,,,,,,,,
UHT-milk,UHT-milk,,,,,,,,,
frankfurter,chicken,cocoa drinks,onions,whole milk,UHT-milk,canned fish,bottled beer,,,
bottled water,liquor,,,,,,,,,
hamburger meat,canned beer,other vegetables,canned fruit,,,,,,,
tropical fruit,whole milk,whole milk,potato products,,,,,,,
pork,cake bar,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
oil,fruit/vegetable juice,,,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
canned beer,whipped/sour cream,,,,,,,,,
chocolate,whole milk,hamburger meat,other vegetables,,,,,,,
curd,bottled water,tropical fruit,other vegetables,,,,,,,
cooking chocolate,shopping bags,,,,,,,,,
whole milk,onions,,,,,,,,,
meat,whipped/sour cream,,,,,,,,,
dessert,shopping bags,,,,,,,,,
cream cheese ,whole milk,,,,,,,,,
pastry,candy,,,,,,,,,
canned beer,other vegetables,margarine,,,,,,,,
whole milk,berries,specialty chocolate,white bread,,,,,,,
whole milk,bottled beer,,,,,,,,,
bottled water,hamburger meat,pastry,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
citrus fruit,yogurt,UHT-milk,,,,,,,,
whole milk,whole milk,herbs,,,,,,,,
baking powder,pet care,yogurt,frozen vegetables,,,,,,,
whole milk,frankfurter,yogurt,pip fruit,dessert,soda,margarine,,,,
cat food,candy,,,,,,,,,
semi-finished bread,napkins,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
ham,berries,,,,,,,,,
canned beer,soda,frozen vegetables,,,,,,,,
soda,rolls/buns,napkins,salt,,,,,,,
other vegetables,dessert,,,,,,,,,
rolls/buns,sugar,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
sausage,frozen vegetables,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
frozen fish,curd,,,,,,,,,
napkins,bottled beer,,,,,,,,,
herbs,rolls/buns,,,,,,,,,
tropical fruit,canned beer,hygiene articles,,,,,,,,
finished products,pork,onions,pasta,tropical fruit,soda,pastry,,,,
beef,whole milk,pet care,citrus fruit,,,,,,,
processed cheese,dishes,,,,,,,,,
hamburger meat,coffee,,,,,,,,,
shopping bags,pork,canned fish,whole milk,onions,bottled beer,canned beer,,,,
shopping bags,napkins,,,,,,,,,
soda,cereals,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
nut snack,butter,,,,,,,,,
root vegetables,berries,,,,,,,,,
processed cheese,root vegetables,,,,,,,,,
other vegetables,whole milk,artif. sweetener,,,,,,,,
hamburger meat,berries,liquor,cream cheese ,,,,,,,
root vegetables,softener,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
fruit/vegetable juice,hamburger meat,soft cheese,specialty chocolate,bottled water,,,,,,
tropical fruit,semi-finished bread,,,,,,,,,
pastry,root vegetables,,,,,,,,,
whole milk,pastry,yogurt,pot plants,,,,,,,
chicken,rolls/buns,yogurt,pastry,,,,,,,
sugar,frozen vegetables,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
frozen vegetables,other vegetables,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
other vegetables,dish cleaner,,,,,,,,,
brown bread,rolls/buns,,,,,,,,,
pork,soda,,,,,,,,,
other vegetables,sausage,tropical fruit,frozen meals,hygiene articles,rolls/buns,,,,,
tropical fruit,citrus fruit,,,,,,,,,
yogurt,citrus fruit,,,,,,,,,
soda,brown bread,,,,,,,,,
pip fruit,hygiene articles,domestic eggs,hard cheese,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
shopping bags,pickled vegetables,,,,,,,,,
chewing gum,yogurt,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
vinegar,grapes,frozen vegetables,,,,,,,,
other vegetables,meat spreads,specialty cheese,,,,,,,,
canned beer,yogurt,,,,,,,,,
cream cheese ,white bread,,,,,,,,,
rolls/buns,hard cheese,,,,,,,,,
whole milk,bottled water,,,,,,,,,
other vegetables,white bread,,,,,,,,,
fruit/vegetable juice,dental care,,,,,,,,,
other vegetables,soda,,,,,,,,,
other vegetables,whole milk,brown bread,hard cheese,waffles,,,,,,
frankfurter,onions,,,,,,,,,
whole milk,seasonal products,,,,,,,,,
sausage,grapes,,,,,,,,,
whole milk,frozen meals,,,,,,,,,
pastry,whole milk,citrus fruit,newspapers,,,,,,,
hard cheese,margarine,rolls/buns,,,,,,,,
zwieback,tropical fruit,,,,,,,,,
other vegetables,jam,cat food,fruit/vegetable juice,,,,,,,
other vegetables,bottled beer,,,,,,,,,
pork,rolls/buns,,,,,,,,,
sausage,citrus fruit,,,,,,,,,
citrus fruit,other vegetables,frozen vegetables,waffles,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
soda,curd,,,,,,,,,
brown bread,whole milk,white bread,,,,,,,,
ham,pastry,,,,,,,,,
white wine,dessert,,,,,,,,,
sausage,fruit/vegetable juice,,,,,,,,,
sausage,curd,bottled water,frozen meals,,,,,,,
bottled beer,whipped/sour cream,,,,,,,,,
pork,pasta,fruit/vegetable juice,,,,,,,,
beef,specialty chocolate,,,,,,,,,
packaged fruit/vegetables,fish,frozen meals,specialty chocolate,brown bread,,,,,,
rolls/buns,soups,,,,,,,,,
yogurt,root vegetables,,,,,,,,,
other vegetables,root vegetables,bottled water,,,,,,,,
whole milk,beef,canned beer,,,,,,,,
yogurt,cookware,,,,,,,,,
turkey,yogurt,,,,,,,,,
beef,brown bread,,,,,,,,,
beef,whole milk,detergent,,,,,,,,
root vegetables,whole milk,,,,,,,,,
white bread,bottled water,,,,,,,,,
brown bread,brown bread,,,,,,,,,
salty snack,butter milk,,,,,,,,,
pork,frozen vegetables,,,,,,,,,
yogurt,frozen meals,,,,,,,,,
pastry,herbs,,,,,,,,,
citrus fruit,berries,,,,,,,,,
salty snack,chocolate marshmallow,,,,,,,,,
white bread,flour,,,,,,,,,
domestic eggs,frozen vegetables,,,,,,,,,
bottled water,brown bread,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
chicken,specialty chocolate,,,,,,,,,
liqueur,chocolate,,,,,,,,,
tropical fruit,butter,frozen fruits,,,,,,,,
coffee,butter,,,,,,,,,
margarine,bathroom cleaner,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
whole milk,whole milk,,,,,,,,,
soda,white wine,processed cheese,,,,,,,,
berries,hamburger meat,,,,,,,,,
sausage,pastry,ice cream,,,,,,,,
sausage,whole milk,dessert,,,,,,,,
butter milk,bottled water,,,,,,,,,
bottled water,whole milk,rolls/buns,,,,,,,,
rolls/buns,yogurt,fruit/vegetable juice,,,,,,,,
chocolate,long life bakery product,,,,,,,,,
citrus fruit,pork,napkins,domestic eggs,,,,,,,
whipped/sour cream,curd,,,,,,,,,
bottled beer,grapes,other vegetables,bottled water,,,,,,,
soda,mustard,,,,,,,,,
yogurt,flower (seeds),,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
soda,newspapers,long life bakery product,,,,,,,,
sausage,yogurt,,,,,,,,,
white wine,butter,frozen fish,,,,,,,,
tropical fruit,coffee,,,,,,,,,
bottled beer,soap,,,,,,,,,
butter,flour,fruit/vegetable juice,fruit/vegetable juice,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
pork,specialty bar,soda,,,,,,,,
chicken,nuts/prunes,,,,,,,,,
rolls/buns,seasonal products,other vegetables,white bread,,,,,,,
beef,beef,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
root vegetables,curd,waffles,,,,,,,,
tropical fruit,pip fruit,root vegetables,pet care,,,,,,,
soda,bottled beer,,,,,,,,,
canned beer,bottled beer,yogurt,fruit/vegetable juice,,,,,,,
whole milk,whole milk,whole milk,pip fruit,waffles,whole milk,coffee,chocolate,,,
frozen meals,frozen dessert,,,,,,,,,
other vegetables,fruit/vegetable juice,white bread,,,,,,,,
other vegetables,yogurt,,,,,,,,,
pet care,brown bread,,,,,,,,,
soft cheese,soda,root vegetables,root vegetables,rolls/buns,root vegetables,margarine,shopping bags,,,
domestic eggs,whipped/sour cream,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
rolls/buns,soda,,,,,,,,,
canned beer,roll products ,root vegetables,flower (seeds),,,,,,,
shopping bags,soda,,,,,,,,,
frankfurter,berries,bottled water,processed cheese,pickled vegetables,,,,,,
frankfurter,soda,canned beer,white bread,brown bread,,,,,,
ham,newspapers,bottled beer,,,,,,,,
citrus fruit,pip fruit,beverages,,,,,,,,
cleaner,pip fruit,pastry,,,,,,,,
misc. beverages,whipped/sour cream,pastry,,,,,,,,
whipped/sour cream,waffles,,,,,,,,,
frozen vegetables,pot plants,,,,,,,,,
citrus fruit,sauces,,,,,,,,,
candles,chewing gum,,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
ice cream,pork,,,,,,,,,
root vegetables,citrus fruit,whole milk,chewing gum,,,,,,,
canned beer,whole milk,frankfurter,frankfurter,dishes,rolls/buns,pip fruit,canned vegetables,,,
brown bread,white wine,,,,,,,,,
soft cheese,frozen vegetables,cream cheese ,,,,,,,,
tropical fruit,butter,dog food,,,,,,,,
rolls/buns,misc. beverages,ice cream,tropical fruit,shopping bags,coffee,popcorn,hygiene articles,,,
dish cleaner,bottled beer,fruit/vegetable juice,,,,,,,,
bottled beer,sparkling wine,hamburger meat,rolls/buns,,,,,,,
root vegetables,yogurt,chocolate,shopping bags,,,,,,,
butter milk,butter,,,,,,,,,
beef,napkins,,,,,,,,,
beef,processed cheese,other vegetables,spices,,,,,,,
citrus fruit,citrus fruit,other vegetables,whole milk,,,,,,,
rolls/buns,cereals,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
pork,meat,rolls/buns,onions,frozen vegetables,root vegetables,beverages,,,,
liquor,baking powder,,,,,,,,,
sausage,frozen dessert,brown bread,other vegetables,,,,,,,
grapes,cream cheese ,,,,,,,,,
tropical fruit,butter,,,,,,,,,
pip fruit,beverages,pastry,,,,,,,,
beef,other vegetables,,,,,,,,,
yogurt,hamburger meat,other vegetables,mustard,,,,,,,
mustard,yogurt,cat food,bottled beer,,,,,,,
brown bread,rolls/buns,,,,,,,,,
pork,yogurt,soda,,,,,,,,
bottled beer,jam,male cosmetics,dessert,,,,,,,
pot plants,frozen potato products,,,,,,,,,
frankfurter,coffee,,,,,,,,,
dessert,photo/film,,,,,,,,,
cream cheese ,whole milk,brown bread,whole milk,,,,,,,
root vegetables,soda,,,,,,,,,
